customer_id,comments
129972,The customer service is below par. Your bank needs to prioritize customer needs and concerns. Seriously considerin switching to a rival bank
118172,the bank has competitive mortgage rates that are worth considering  okay overall
250677,Need more branches!.
193840,fees too high for banking. just nont acceptable
99132,Overall youre doing a decent job....
357213,Need to do better in future.
104322,The bank's branches are easy to find. Decent overall service -  but there's still room for betterment.
166123,Branch locations not at all convenient. Ive had a poor experience with your banks customer service..
12292,The bank's online banking portal needs improvement. Not happy. Would not recommend to a friend.
59483,The mortgage rates seem to be quite fair
31703,I am pretty satisfied with the banks services | Overall  Im reasonably satisfied
109190,Bank needs to take a more active role in the local area. This banks performance is unacceptable...
224536,compared to orhers banks this bank ' s fees 're competitive
177265,The rates for mortgages are too costly | Looking at other pank nwo
109490,you needs to take data privacy more seriously. my dissatisfaction with the bank is so great that i would not recommend
103731,The bank's customer service is irritating * Need to do better in future.
254439,No comment...
345664,The online banking experience is unsatisfactory | I'll be switching banks soon due to the poor overall experience...
269762,
48921,Bank could provide more options for customers kie MY. Thinking of closing my account.
199099,
33827,Very inconvenient to go to the bank's branches. I have had a negative experience with your customer service. Improvements needed in your services.
140354,
205315,Bank's website is quite user friendly. Reasonably happy overall.
65299,Rude custmomer severic provided. I expect better tratament from my bank. This bank ' s performance is unacceptable.
161991,Charges arent too bad.
22138,
196995,we have no local atms!!  this bank needs to put more effort into improving customer service
18428,Bank has versy few services that meet my requirements. I don ' t feel like tus bank values my busnisess
341001,don't like the bank's mobile app. i think i'm going to switch to a competitor
128871,VThe bank ' s locations are not convenient. What I experienced is just bot acceptable
12920,Customers' data should be handled with more care. I'm thoroughly disappointed and frustrated with the service provided
381573,We have no local ATMs!. Disappointed with the service provided by this bank
164595,Serviçe provided to youre customers is consistently disappointing. I ' m seriously considering taking my business elsewhere
11853,The salvings rates from you are soo low. This bank needs to improve its customer service. i' expected a better level of service froon my bank and feel let down.
316349,okay overall;
343624,I am happly with the services proveded by the bank for people like me. Easy to find the banks branches and ATMs. Your banking services have been excellent overall and I am content with there
